ubigeo,departamento,provincia,distrito,ELECTORES_HABIL,TOT_CIUDADANOS_VOTARON,POR_CIUDADANOS_VOTARON,POR_ACTAS_CONTABILIZADAS,POR_ACTAS_PROCESADAS,ACTAS_PROCESADAS,POR_PROCESAR,CONTABILIZA,POR_POR_PROCESAR,N_CANDIDATOS,date_upd,hour_upd,pct_avance
030301,APURIMAC,ANTABAMBA,ANTABAMBA,28724,20976,73.026,100,100,96,0,96,0,0,2021-04-16,16:55,95.5388
030302,APURIMAC,ANTABAMBA,EL ORO,4862,2583,53.126,89.474,100,19,0,17,0,0,2021-04-16,16:55,95.5388
030303,APURIMAC,ANTABAMBA,HUAQUIRCA,1026,637,62.086,100,100,4,0,4,0,0,2021-04-16,16:55,95.5388
030304,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,4429,3159,71.325,100,100,15,0,15,0,0,2021-04-16,16:55,95.5388
030305,APURIMAC,ANTABAMBA,OROPESA,3195,2018,63.161,100,100,11,0,11,0,0,2021-04-16,16:55,95.5388
030306,APURIMAC,ANTABAMBA,PACHACONAS,5393,3647,67.625,95.238,100,21,0,20,0,0,2021-04-16,16:55,95.5388
030307,APURIMAC,ANTABAMBA,SABAINO,3880,2344,60.412,100,100,13,0,13,0,0,2021-04-16,16:55,95.5388
030401,APURIMAC,AYMARAES,CHALHUANCA,2279,1386,60.816,100,100,8,0,8,0,0,2021-04-16,16:55,95.5388
030402,APURIMAC,AYMARAES,CAPAYA,444,305,68.694,100,100,2,0,2,0,0,2021-04-16,16:55,95.5388
030403,APURIMAC,AYMARAES,CARAYBAMBA,1328,927,69.804,100,100,5,0,5,0,0,2021-04-16,16:55,95.5388
030404,APURIMAC,AYMARAES,CHAPIMARCA,1537,941,61.223,100,100,6,0,6,0,0,2021-04-16,16:55,95.5388
030405,APURIMAC,AYMARAES,COLCABAMBA,1600,1091,68.188,100,100,6,0,6,0,0,2021-04-16,16:55,95.5388
030406,APURIMAC,AYMARAES,COTARUSE,949,650,68.493,100,100,4,0,4,0,0,2021-04-16,16:55,95.5388
030407,APURIMAC,AYMARAES,IHUAYLLO,1138,693,60.896,100,100,4,0,4,0,0,2021-04-16,16:55,95.5388
030501,APURIMAC,COTABAMBAS,TAMBOBAMBA,8412,5665,67.344,100,100,29,0,29,0,0,2021-04-16,16:55,95.5388
030502,APURIMAC,COTABAMBAS,COTABAMBAS,5009,3434,68.557,94.737,100,19,0,18,0,0,2021-04-16,16:55,95.5388
030503,APURIMAC,COTABAMBAS,COYLLURQUI,3378,2145,63.499,100,100,13,0,13,0,0,2021-04-16,16:55,95.5388
030504,APURIMAC,COTABAMBAS,HAQUIRA,7045,4601,65.309,100,100,25,0,25,0,0,2021-04-16,16:55,95.5388
030505,APURIMAC,COTABAMBAS,MARA,4036,2860,70.862,100,100,15,0,15,0,0,2021-04-16,16:55,95.5388
030506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,7890,5918,75.006,100,100,28,0,28,0,0,2021-04-16,16:55,95.5388
030601,APURIMAC,CHINCHEROS,CHINCHEROS,3771,2557,67.807,100,100,13,0,13,0,0,2021-04-16,16:55,95.5388
030602,APURIMAC,CHINCHEROS,ANCO HUALLO,1794,1237,68.952,100,100,7,0,7,0,0,2021-04-16,16:55,95.5388
