ubigeo,departamento,provincia,distrito,cod_partido,partido,total_votos,nlista,pct_validos,pct_emitidos,candidato,date_upd,hour_upd,pct_avance
120902,JUNIN,CHUPACA,AHUAC,00000010,PARTIDO DEMOCRATICO SOMOS PERU,70,17,0.983,0.76,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
120902,JUNIN,CHUPACA,AHUAC,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2020,18,28.371,21.921,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
120902,JUNIN,CHUPACA,AHUAC,00000004,DEMOCRACIA DIRECTA,21,19,0.295,0.228,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
120902,JUNIN,CHUPACA,AHUAC,00000002,ALIANZA PARA EL PROGRESO,1100,20,15.449,11.937,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000012,PARTIDO NACIONALISTA PERUANO,34,2,0.625,0.484,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",27,3,0.496,0.385,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000011,PARTIDO MORADO,64,4,1.176,0.911,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000017,PERU PATRIA SEGURA,17,5,0.312,0.242,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000022,VICTORIA NACIONAL,236,6,4.337,3.361,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000001,ACCION POPULAR,271,7,4.98,3.859,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,292,8,5.366,4.158,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000018,PODEMOS PERU,227,9,4.171,3.233,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000008,JUNTOS POR EL PERU,247,10,4.539,3.518,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000015,PARTIDO POPULAR CRISTIANO - PPC,20,11,0.368,0.285,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000007,FUERZA POPULAR,1291,12,23.723,18.385,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000021,UNION POR EL PERU,23,14,0.423,0.328,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000020,RENOVACION POPULAR,407,15,7.479,5.796,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000019,RENACIMIENTO UNIDO NACIONAL,29,16,0.533,0.413,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,65,17,1.194,0.926,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,971,18,17.843,13.828,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000004,DEMOCRACIA DIRECTA,13,19,0.239,0.185,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
120903,JUNIN,CHUPACA,CHONGOS BAJO,00000002,ALIANZA PARA EL PROGRESO,1208,20,22.198,17.203,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000012,PARTIDO NACIONALISTA PERUANO,840,2,0.571,0.493,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",379,3,0.258,0.222,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000011,PARTIDO MORADO,3732,4,2.538,2.188,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000017,PERU PATRIA SEGURA,602,5,0.409,0.353,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000022,VICTORIA NACIONAL,7634,6,5.191,4.476,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000001,ACCION POPULAR,12095,7,8.225,7.092,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,19939,8,13.559,11.691,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000018,PODEMOS PERU,7321,9,4.979,4.292,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000008,JUNTOS POR EL PERU,8344,10,5.674,4.892,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000015,PARTIDO POPULAR CRISTIANO - PPC,3378,11,2.297,1.981,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000007,FUERZA POPULAR,20799,12,14.144,12.195,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000021,UNION POR EL PERU,524,14,0.356,0.307,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000020,RENOVACION POPULAR,31424,15,21.369,18.424,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000019,RENACIMIENTO UNIDO NACIONAL,402,16,0.273,0.236,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,2672,17,1.817,1.567,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,13016,18,8.851,7.632,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000004,DEMOCRACIA DIRECTA,515,19,0.35,0.302,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,00000002,ALIANZA PARA EL PROGRESO,13435,20,9.136,7.877,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000012,PARTIDO NACIONALISTA PERUANO,127,2,1.629,1.217,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",32,3,0.41,0.307,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000011,PARTIDO MORADO,63,4,0.808,0.604,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000017,PERU PATRIA SEGURA,20,5,0.256,0.192,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000022,VICTORIA NACIONAL,291,6,3.732,2.789,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000001,ACCION POPULAR,913,7,11.708,8.749,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,463,8,5.937,4.437,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000018,PODEMOS PERU,545,9,6.989,5.223,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000008,JUNTOS POR EL PERU,360,10,4.617,3.45,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000015,PARTIDO POPULAR CRISTIANO - PPC,23,11,0.295,0.22,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000007,FUERZA POPULAR,1385,12,17.761,13.273,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000021,UNION POR EL PERU,43,14,0.551,0.412,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000020,RENOVACION POPULAR,633,15,8.117,6.066,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000019,RENACIMIENTO UNIDO NACIONAL,21,16,0.269,0.201,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000010,PARTIDO DEMOCRATICO SOMOS PERU,211,17,2.706,2.022,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1476,18,18.928,14.145,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000004,DEMOCRACIA DIRECTA,18,19,0.231,0.172,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,00000002,ALIANZA PARA EL PROGRESO,1174,20,15.055,11.251,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000012,PARTIDO NACIONALISTA PERUANO,39,2,0.656,0.567,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",7,3,0.118,0.102,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000011,PARTIDO MORADO,131,4,2.204,1.903,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000017,PERU PATRIA SEGURA,28,5,0.471,0.407,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000022,VICTORIA NACIONAL,407,6,6.848,5.913,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000001,ACCION POPULAR,579,7,9.743,8.412,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,687,8,11.56,9.981,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000018,PODEMOS PERU,221,9,3.719,3.211,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000008,JUNTOS POR EL PERU,325,10,5.469,4.722,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000015,PARTIDO POPULAR CRISTIANO - PPC,68,11,1.144,0.988,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000007,FUERZA POPULAR,1413,12,23.776,20.529,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000021,UNION POR EL PERU,19,14,0.32,0.276,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000020,RENOVACION POPULAR,913,15,15.363,13.265,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000019,RENACIMIENTO UNIDO NACIONAL,20,16,0.337,0.291,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,154,17,2.591,2.237,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,396,18,6.663,5.753,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000004,DEMOCRACIA DIRECTA,18,19,0.303,0.262,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,00000002,ALIANZA PARA EL PROGRESO,518,20,8.716,7.526,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000012,PARTIDO NACIONALISTA PERUANO,6,2,0.452,0.396,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,3,0.151,0.132,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000011,PARTIDO MORADO,19,4,1.432,1.254,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000017,PERU PATRIA SEGURA,3,5,0.226,0.198,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000022,VICTORIA NACIONAL,81,6,6.104,5.347,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000001,ACCION POPULAR,235,7,17.709,15.512,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,218,8,16.428,14.389,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000018,PODEMOS PERU,94,9,7.084,6.205,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000008,JUNTOS POR EL PERU,85,10,6.405,5.611,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000015,PARTIDO POPULAR CRISTIANO - PPC,29,11,2.185,1.914,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000007,FUERZA POPULAR,135,12,10.173,8.911,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000021,UNION POR EL PERU,3,14,0.226,0.198,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000020,RENOVACION POPULAR,224,15,16.88,14.785,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000019,RENACIMIENTO UNIDO NACIONAL,3,16,0.226,0.198,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,25,17,1.884,1.65,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,38,18,2.864,2.508,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000004,DEMOCRACIA DIRECTA,2,19,0.151,0.132,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,00000002,ALIANZA PARA EL PROGRESO,125,20,9.42,8.251,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000012,PARTIDO NACIONALISTA PERUANO,39,2,1.042,0.817,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",8,3,0.214,0.168,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000011,PARTIDO MORADO,41,4,1.095,0.858,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000017,PERU PATRIA SEGURA,9,5,0.24,0.188,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000022,VICTORIA NACIONAL,157,6,4.194,3.287,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000001,ACCION POPULAR,327,7,8.736,6.847,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,145,8,3.874,3.036,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000018,PODEMOS PERU,303,9,8.095,6.344,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000008,JUNTOS POR EL PERU,214,10,5.717,4.481,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000015,PARTIDO POPULAR CRISTIANO - PPC,14,11,0.374,0.293,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000007,FUERZA POPULAR,931,12,24.873,19.493,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000021,UNION POR EL PERU,8,14,0.214,0.168,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000020,RENOVACION POPULAR,325,15,8.683,6.805,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000019,RENACIMIENTO UNIDO NACIONAL,10,16,0.267,0.209,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,156,17,4.168,3.266,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,648,18,17.312,13.568,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000004,DEMOCRACIA DIRECTA,9,19,0.24,0.188,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,00000002,ALIANZA PARA EL PROGRESO,399,20,10.66,8.354,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000012,PARTIDO NACIONALISTA PERUANO,100,2,0.6,0.497,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",51,3,0.306,0.254,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000011,PARTIDO MORADO,212,4,1.272,1.054,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000017,PERU PATRIA SEGURA,63,5,0.378,0.313,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000022,VICTORIA NACIONAL,924,6,5.546,4.595,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000001,ACCION POPULAR,1039,7,6.236,5.167,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1296,8,7.779,6.445,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000018,PODEMOS PERU,527,9,3.163,2.621,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000008,JUNTOS POR EL PERU,728,10,4.369,3.62,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000015,PARTIDO POPULAR CRISTIANO - PPC,275,11,1.651,1.368,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000007,FUERZA POPULAR,5994,12,35.976,29.808,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000021,UNION POR EL PERU,66,14,0.396,0.328,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000020,RENOVACION POPULAR,2164,15,12.988,10.761,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000019,RENACIMIENTO UNIDO NACIONAL,44,16,0.264,0.219,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,420,17,2.521,2.089,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1259,18,7.557,6.261,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000004,DEMOCRACIA DIRECTA,48,19,0.288,0.239,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
130106,LA LIBERTAD,TRUJILLO,LAREDO,00000002,ALIANZA PARA EL PROGRESO,1451,20,8.709,7.216,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
130107,LA LIBERTAD,TRUJILLO,MOCHE,00000012,PARTIDO NACIONALISTA PERUANO,44,2,4.007,3.212,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
130107,LA LIBERTAD,TRUJILLO,MOCHE,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,3,0.182,0.146,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
130107,LA LIBERTAD,TRUJILLO,MOCHE,00000011,PARTIDO MORADO,10,4,0.911,0.73,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
130107,LA LIBERTAD,TRUJILLO,MOCHE,00000017,PERU PATRIA SEGURA,3,5,0.273,0.219,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
130107,LA LIBERTAD,TRUJILLO,MOCHE,00000022,VICTORIA NACIONAL,80,6,7.286,5.839,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
130107,LA LIBERTAD,TRUJILLO,MOCHE,00000001,ACCION POPULAR,123,7,11.202,8.978,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
